time	unix_time	mood	moodNotes	trigger	activity	unique_interactions	alone	location	morale	stress	fatigue	compulsions
2018-09-14T14:24:08.683255	1536949448.683255	4	cheerful	fanni and daniel came by to pick up the bike	working out, leisure	3	True	Home	3	0	3.5	False
2018-09-14T17:19:14.602888	1536959954.602888	3	neutral	in a workshop with gene	in class	2	False	School	2.5	0.5	3.5	False
2018-09-14T18:27:41.383882	1536964061.383882	4.5	cheerful	hanging out on the floor	leisure, with friends	5	False	School	3	0.5	3	False
2018-09-14T22:21:45.988728	1536978105.988728	3	neutral	just working on the poster	work, leisure	3	False	School	3	0.5	3	False
2018-09-14T23:53:59.403877	1536983639.403877	2.5	bleh	i have to reject someone	chatting	3	True	Home	2	3	3	True
2018-09-15T01:09:17.396715	1536988157.396715	2.5	guilty	rejected a hinge date	leisure, feedly, washing up	2	True	Home	2.5	1.5	3.5	True
2018-09-15T11:10:19.238960	1537024219.23896	4	cheerful, motivated	ready to get on with the day, barak told me something amusing	washing up, email	2	True	Home	4	0.5	3.5	False
2018-09-15T12:12:39.337763	1537027959.337763	3.5	pretty good	just finished planning the day	eating, leisure	1	True	Home	3.5	0	3	False
2018-09-15T13:13:37.331476	1537031617.331476	3	neutral	listening to a TTA lecture	studying	2	True	Home	3	0	3.5	False
2018-09-15T14:14:25.038437	1537035265.038437	3	neutral	getting ready to leave	studying	2	True	Home	3	0.5	3	False
2018-09-15T19:29:30.358588	1537054170.358588	3	neutral	not doing a whole lot	schoolwork, leisure, feedly	2	True	Home	3	0	3.5	True
2018-09-15T20:30:46.006403	1537057846.006403	2.5	a little lonely	didn't really accomplish much today	leisure, tv	0	True	Home	2	1	4	False
2018-09-15T23:12:28.790170	1537067548.79017	2	not great	can't stop being compulsive	leisure, tv	0	True	Home	1	3.5	3.5	True
2018-09-16T00:32:17.379806	1537072337.379806	3	neutral	thinking about business cards again	schoolwork	3	True	Home	3	1	4	True
2018-09-16T10:46:57.174145	1537109217.174145	3	neutral	just got up	washing up, email	2	True	Home	2.5	1	3.5	False
2018-09-16T11:47:24.933010	1537112844.93301	3	focused	working on hw	schoolwork	1	True	Home	3	1.5	3	False
2018-09-16T17:18:02.994828	1537132682.994828	3	tired	long day running errands, biking, meeting up	errands, leisure, with friends	3	True	Home	3	0.5	3	True
2018-09-16T18:21:11.457721	1537136471.457721	3	lazy	resting	leisure, schoolwork	1	True	Home	3	0	3	True
2018-09-16T23:00:45.689084	1537153245.689084	3	neutral	working on b cards and watching tv	leisure, tv, schoolwork	0	True	Home	2.5	0	4	False
2018-09-17T00:14:25.413612	1537157665.413612	2.5	blah	watched an entire season of Broad City while making the b cards	errands, leisure, tv	0	True	Home	2	0.5	4.5	True
2018-09-17T10:32:25.594357	1537194745.594357	3	neutral	just got up	washing up, email, leisure, feedly	0	True	Home	3	0.5	3	False
2018-09-17T11:32:52.516925	1537198372.516925	3	focused	working on hw	schoolwork	0	True	Home	3	0	3.5	True
2018-09-17T12:35:07.226479	1537202107.226479	3.5	accomplished	submitted hw and it's pretty decent	schoolwork	0	True	Home	3.5	0	3.5	False
2018-09-17T13:40:42.501447	1537206042.501447	3	neutral	listening to a podcast for hw, cooking	schoolwork, cooking, errands	0	True	Home	2.5	0.5	3.5	False
2018-09-17T16:13:20.958793	1537215200.958793	3	neutral	finished b cards, watching a shiffman vid	schoolwork	1	True	Home	3	0.5	3	False
2018-09-17T17:16:57.427241	1537219017.427241	3	fine	just getting ready to leave	washing up	1	True	Home	3	1	2.5	True
2018-09-17T19:13:13.387667	1537225993.387667	2.5	a little anxious	in class discussions	in class	3	False	School	2.5	2.5	3	True
2018-09-17T20:24:58.934438	1537230298.934438	3.5	interested	i'm into speech recognition	in class	1	False	School	3.5	1	3.5	True
2018-09-17T21:58:14.314240	1537235894.31424	2.5	stressed	freaking out over my schedule at the last minute	schoolwork	4	False	School	3	3.5	2.5	False
2018-09-18T00:56:28.546884	1537246588.546884	3.5	cheerful	had some fun at school	washing up, schoolwork, with friends	4	True	Home	3	1	3.5	False
2018-09-18T02:14:37.176868	1537251277.176868	2.5	sleepy and frustrated	imagenet is not learning my facial expressions very well	schoolwork	0	True	Home	2.5	1.5	4.5	True
2018-09-18T12:36:07.207050	1537288567.20705	2.5	a little stressed	messed up my schedule last night	in class	5	False	School	3	4	3	False
2018-09-18T13:43:09.693070	1537292589.69307	4	cheerful	at school	in class	4	False	School	3.5	1	2.5	True
2018-09-18T14:48:42.150256	1537296522.150256	3.5	cheerful	fun demos in class	in class	2	False	School	3	0.5	2.5	True
2018-09-18T16:30:26.971447	1537302626.971447	3.5	pretty good	eating and chilling	schoolwork, with friends	4	False	School	3.5	1	2	False
2018-09-18T17:30:58.252486	1537306258.252486	4	cheerful	hanging out at school	schoolwork, with friends	2	False	School	3	1	2.5	True
2018-09-18T19:47:22.152505	1537314442.152505	4	cheerful but overwhelmed	got some scikit learn help from jim, ended up with way too many things to do	schoolwork, with friends	2	False	School	3	3	3	False
2018-09-18T20:59:09.822422	1537318749.822422	3	distracted	energy is waning	schoolwork, leisure	2	False	School	2	2	3.5	False
2018-09-18T23:59:56.759231	1537329596.759231	3.5	excited	looking forward to building my ensemble model	schoolwork, leisure	1	True	Home	3.5	1	4	False
2018-09-19T01:00:51.505178	1537333251.505178	3	tired but motivated	it's late but i want to work	washing up, schoolwork, leisure	1	True	Home	3	1	4.5	False
2018-09-19T12:17:30.925999	1537373850.925999	4	cheerful	at school	in class	4	False	School	3.5	1.5	2.5	False
2018-09-19T13:19:04.481804	1537377544.481804	3	engaged but a little anxious	sharing homework in class	in class	0	False	School	3	2	2.5	True
2018-09-19T14:25:56.785573	1537381556.785573	3.5	cheerful but tired	kind of hungry	in class	3	False	School	3	1	3	False
2018-09-19T16:20:49.861907	1537388449.861907	4	cheerful	hanging out at school	schoolwork, leisure, with friends	5	False	School	4	2	2.5	False
2018-09-19T19:10:39.367838	1537398639.367838	4.5	cheerful	just did yoga, hanging out at school	 working out, leisure, with friends	5	False	School	3	1	3	False
2018-09-19T20:11:06.299204	1537402266.299204	3.5	focused	working on ensemble model	schoolwork	3	False	School	3.5	2	3	False
2018-09-19T23:47:09.285912	1537415229.285912	3	focused	tweaking the viz for media lab summit tomorrow	schoolwork	2	True	Home	3	1	4	True
2018-09-20T11:27:56.901947	1537457276.901947	2.5	nervous	setting up at the summit	schoolwork, working	4	False	Parsons	3.5	3.5	3.5	False
2018-09-20T13:01:08.200526	1537462868.200526	3.5	excited and nervous	talking to people and waiting for guests	schoolwork, working, with friends	6	False	Parsons	4	2.5	3.5	True
2018-09-20T19:48:22.968854	1537487302.968854	3.5	exhausted but content	had a very long day talking to people at the media lab summit	schoolwork, working, with friends	5	True	Home	2.5	0.5	4.5	False
2018-09-20T20:50:10.979525	1537491010.979525	2.5	so lazy	long day	leisure, tv	0	True	Home	2	1	4.5	False
2018-09-20T21:57:00.098074	1537495020.098074	2.5	still lazy	done for the day	leisure, tv	1	True	Home	2	1	4.5	False
2018-09-21T00:33:12.519408	1537504392.519408	3	sleepy but focused	working on model	schoolwork, leisure, reading	0	True	Home	3	0.5	5	True
2018-09-21T01:33:48.479722	1537508028.479722	2.5	super sleepy	long day, not enough sleep last night	studying,schoolwork, washing up	1	True	Home	2	0	5	True
2018-09-21T12:37:18.658169	1537547838.658169	3	focused	working on model agai	schoolwork, email, leisure, feedly	0	True	Home	3	0.5	3	False
2018-09-21T13:40:40.520209	1537551640.520209	3	neutral	getting ready to go	schoolwork,	3	True	Home	3	1	3.5	False
2018-09-21T15:39:35.900143	1537558775.900143	4	cheerful	hanging out at school	leisure, schoolwork	4	False	School	3	0.5	3.5	False
2018-09-21T17:47:07.344237	1537566427.344237	4	still cheerful	still hanging out at school	schoolwork, with friends	5	False	School	3	1	3.5	True
2018-09-21T19:18:42.062836	1537571922.062836	4	cheerful	hanging out at school	with friends, schoolwork	6	False	School	3	0.5	3	True
2018-09-21T20:39:04.224660	1537576744.22466	4	still cheerful	still hanging out at school	schoolwork, with friends, eating	2	False	School	3.5	0	3	False
2018-09-21T21:49:32.130267	1537580972.130267	3.5	sleepy and slightly demoralized	models are not yielding good results	schoolwork	3	False	School	2.5	1	3.5	False
2018-09-22T00:11:50.084673	1537589510.084673	2.5	lazy	was pretty tired all day	leisure, tv	1	True	Home	2	0.5	4.5	True
2018-09-22T17:25:06.159288	1537651506.159288	2.5	exhausted	yoga and errands	leisure, feedly	0	True	Home	2	1	4	True
2018-09-22T18:53:16.149997	1537656796.149997	2.5	kind of satisfied	having a cathartic cry to an old jay chou song lol	leisure, schoolwork	0	True	Home	2.5	2	4	True
2018-09-22T19:54:14.547738	1537660454.547738	3	focused	trying to semi-automate opencv heart rate script	schoolwork, leisure	0	True	Home	3	1	4	True
2018-09-22T21:02:08.116025	1537664528.116025	3	neutral	eating	cooking, eating, schoolwork, leisure	0	True	Home	3	0.5	3.5	False
2018-09-22T22:32:31.651051	1537669951.651051	3	focused	back to ensemble model	schoolwork	0	True	Home	2.5	1.5	4	False
2018-09-22T23:42:39.914024	1537674159.914024	2.5	distracted	sleepy	leisure	0	True	Home	2	2	4.5	False
2018-09-23T00:43:09.495590	1537677789.49559	3.5	proud	i love my markov model lol	schoolwork, leisure	0	True	Home	3	1.5	4	True
2018-09-23T02:03:31.268668	1537682611.268668	2.5	super sleepy and annoyed	model is terrible without self-reported data	schoolwork	0	True	Home	2	2	5	True
2018-09-23T12:33:16.928072	1537720396.928072	3.5	pretty good	not sure, planning the day? going to makerfaire/queens for food	leisure, errands, email	3	True	Home	3	2	3	True
2018-09-23T20:17:34.155005	1537748254.155005	4	cheerful	had a nice day in queens	eating, leisure, with friends	4	True	Home	3	1.5	2.5	True
2018-09-23T21:59:29.149545	1537754369.149545	3	brainless	started watching tv instead of working	leisure, tv	2	True	Home	2	2	3	True
2018-09-23T23:17:12.008821	1537759032.008821	3.5	refreshed, a little plaintive	just had another cathartic cry watching Sorry For Your Loss	leisure, tv	3	True	Home	3	1	3.5	True
2018-09-24T00:22:07.687521	1537762927.687521	3	was emotional, now getting back to work	feeling, thinking about being alone, being enough, and reconsidering my project	schoolwork, leisure, tv, email	2	True	Home	3	1	4	True
2018-09-24T01:37:19.421058	1537767439.421058	2.5	getting lazy	sleepy and distracted	schoolwork, leisure	0	True	Home	2	1.5	4.5	True
2018-09-24T14:50:33.139602	1537815033.139602	4	cheerful but distracted	at school, had a nice date with isabella	schoolwork, leisure, with friends	6	False	School	2.5	2	3	True
2018-09-24T16:12:39.727549	1537819959.727549	3.5	a little distracted and restless	work is hard	schoolwork, with friends	4	False	School	2.5	2.5	3.5	True
2018-09-24T17:16:01.894120	1537823761.89412	4	cheerful	hanging out at school and making some progress	schoolwork, with friends	3	False	School	3	1.5	3.5	True
2018-09-24T18:56:25.513811	1537829785.513811	4	still cheerful	still at school	schoolwork, in class	4	False	School	3.5	2	3.5	True
2018-09-24T19:59:06.259155	1537833546.259155	4	engaged	in class	in class	2	False	School	3	1.5	3	False
2018-09-24T21:00:00.345078	1537837200.345078	3.5	interested	in hello computer	in class	0	False	School	3	1	3.5	False
2018-09-24T23:00:48.179365	1537844448.179365	2.5	a little sad	listened to that jay chou song again lol	schoolwork, leisure, feedly, cooking, eating	0	True	Home	3	1.5	3	True
2018-09-25T00:40:51.963585	1537850451.963585	3	neutral	just working on the ml model again	schoolwork, leisure	0	True	Home	2.5	1	4	True
2018-09-25T10:47:56.033241	1537886876.033241	3.5	peaceful and rested	had a decent night's sleep last night	washing up, email	1	True	Home	3.5	1	2.5	False
2018-09-25T12:19:34.453886	1537892374.453886	4	cheerful	in class, feeling good	in class	5	False	School	3	1.5	3	False
2018-09-25T13:20:25.359885	1537896025.359885	3.5	inspired	in neural aesthetic	in class	0	False	School	4	2	3	False
2018-09-25T14:26:02.900366	1537899962.900366	2.5	a little distracted and sleepy	thinking/working on my project	schoolwork, in class	0	False	School	3	2	4	True
2018-09-25T15:39:45.319909	1537904385.319909	3	neutral	trying to decide what to work on first	schoolwork, eating	2	False	School	3	2	3.5	False
2018-09-25T16:40:51.297020	1537908051.29702	3	focused	working on ml model again	schoolwork	0	False	School	3	1.5	3	False
2018-09-25T17:51:09.506693	1537912269.506693	3	focused	still working on ml model	schoolwork	2	False	School	3	1.5	2	False
2018-09-25T18:57:18.704662	1537916238.704662	3.5	grateful	got some more pandas help from jim	schoolwork, with friends	2	False	School	3	2	2.5	False
2018-09-25T22:15:38.335880	1537928138.33588	3	focused	working on model	schoolwork	2	True	Home	3	2.5	3.5	True
2018-09-25T23:16:49.362461	1537931809.362461	3.5	tentatively accomplished	i think my ensemble model is running	schoolwork	2	True	Home	3.5	2	3.5	True
2018-09-26T00:17:55.493192	1537935475.493192	3	content	washing up	washing up	1	True	Home	3	1.5	3.5	False
2018-09-26T01:23:20.638751	1537939400.638751	3	focused	working	schoolwork	0	True	Home	3.5	2	4	True
2018-09-26T12:13:54.437915	1537978434.437915	3	cheerful but kind of stressed at the same time	busy week this week	in class, schoolwork	5	False	School	3	2.5	3	True
2018-09-26T13:16:36.769867	1537982196.769867	2.5	a little tired and restless	sleepy for some reason, distracted by project in class	in class	0	False	School	3	2.5	3.5	True
2018-09-26T14:37:06.465113	1537987026.465113	3.5	energetic	just ate a bunch of food lol	in class	3	False	School	3	2	3	False
2018-09-26T19:31:13.202460	1538004673.20246	3	neutral	just got back home	resting, washing up, leisure	1	True	Home	2.5	1.5	3.5	False
2018-09-26T20:34:23.224961	1538008463.224961	3.5	accomplished	just finished prepping two meals for tomorrow	cooking, eating, leisure	0	True	Home	3.5	2	3.5	False
2018-09-26T21:35:40.547858	1538012140.547858	2.5	distracted	don't care about citizen science and don't want to do the readings	schoolwork, leisure, feedly	2	True	Home	2	2.5	4	True
2018-09-26T22:57:06.847064	1538017026.847064	2.5	sleepy	sleepytime tea, bored by reading	schoolwork, leisure	2	True	Home	2	3	4.5	True
2018-09-27T00:00:26.126328	1538020826.126328	3	neutral	gave myself a snack, which made me slightly less distracted	schoolwork, leisure, feedly	1	True	Home	2.5	2.5	4.5	False
2018-09-27T11:19:31.799551	1538061571.799551	3	tired	biked to findi for betanyc talk, then to school	leisure, working out, studying	1	False	School	3	2.5	3.5	False
2018-09-27T12:25:18.527764	1538065518.527764	3.5	tired but cheerful	long morning already, chatting	in class, schoolwork	4	False	School	3	1.5	3.5	True
2018-09-27T13:36:17.364619	1538069777.364619	2.5	kind of bored	listening to people talk about their ideas	in class	2	False	School	2	1.5	3.5	True
2018-09-27T14:44:13.009931	1538073853.009931	2.5	impatient to leave class and work on ml models	scores suddenly change	in class	1	False	School	3	2	3	True
2018-09-27T15:55:17.751301	1538078117.751301	3	content	working on ml models	schoolwork	4	False	School	3.5	1	3.5	True
2018-09-27T17:22:26.010330	1538083346.01033	3	frustrated	models are crap	schoolwork, with friends	4	False	School	2.5	3	3.5	False
2018-09-27T21:47:26.476656	1538099246.476656	4.5	cheerful	dinner with barak, fun at school	eating, with friends, leisure	6	False	School	3	1.5	3.5	False
2018-09-27T23:20:24.962734	1538104824.962734	3.5	content	had a fun day, back to work	schoolwork,	6	True	Home	3.5	1	4	False
2018-09-28T01:27:01.807152	1538112421.807152	2.5	super sleepy	grid search is taking forever for some reason	schoolwork, washing up	3	True	Home	2.5	1.5	5	True
2018-09-28T10:50:11.247351	1538146211.247351	3	neutral	just got up	washing up, email	0	True	Home	3	1.5	3	False
2018-09-28T11:52:51.478291	1538149971.478291	3.5	pretty good	eating and chatting	schoolwork, cooking, eating	2	True	Home	3	1	3	False
2018-09-28T12:54:48.984287	1538153688.984287	3	neutral	cleaning	errands	2	True	Home	3.5	1.5	2.5	False
2018-09-28T13:57:14.449254	1538157434.449254	3.5	somewhat accomplished	cleaned a bit, salvaged ml models a bit	schoolwork, leisure, errands, email	3	True	Home	3	1.5	2	True
2018-09-28T14:58:18.157296	1538161098.157296	3.5	pretty good	just ate, doing misc things	eating, errands, email	3	True	Home	3	2	2.5	True
2018-09-29T12:31:10.632930	1538238670.63293	3	fine	in class	in class	2	False	School	3	2	2.5	True
2018-09-29T22:11:38.358160	1538273498.35816	3	focused-ish	working on ml model again	schoolwork	2	True	Home	2.5	1.5	3.5	True
2018-09-30T00:22:14.394010	1538281334.39401	2.5	restless	just feel tired and lonely	washing up, leisure, tv	2	True	Home	2	2	4	True
2018-09-30T10:12:31.617963	1538316751.617963	3.5	rested and somewhat accomplished	woke up earlier than normal, made breakfast, packed lunch	washing up, errands, email	0	True	Home	3	1.5	2	False
2018-09-30T15:38:58.464139	1538336338.464139	3	focused	class ended, working on ml models again	schoolwork, eating	5	False	School	3	2.5	2.5	False
2018-09-30T16:39:20.525594	1538339960.525594	3	still focused	still working on ml model	schoolwork	2	False	School	3	2	2.5	False
2018-09-30T17:40:01.715216	1538343601.715216	2.5	losing patience	have to pee, go grocery shopping	schoolwork	1	False	School	2	2	3	True
2018-09-30T18:40:33.291835	1538347233.291835	3	focused again	fixing new ml model	schoolwork	1	False	School	3	2	3	False
2018-09-30T22:29:48.735845	1538360988.735845	3	tired	long day, cooking was a struggle, want to watch tv but have to catch up on hw	leisure, cooking, eating, feedly	4	True	Home	2	2.5	3	True
2018-09-30T23:39:21.551455	1538365161.551455	3	neutral	working on hw	schoolwork	1	True	Home	2.5	2	3.5	True
2018-10-01T00:44:18.489718	1538369058.489718	2.5	frustrated	can't figure out why ml model isn't working	schoolwork	1	True	Home	2	2.5	4	True
2018-10-01T02:07:27.124799	1538374047.124799	3	tired but hopeful	ml model might be working	schoolwork, leisure, feedly, washing up	1	True	Home	3	2	4.5	True
2018-10-01T10:44:30.295858	1538405070.295858	3	content	just ate	email, leisure, eating, washing up	3	True	Home	3	2	2	False
2018-10-01T12:07:48.370752	1538410068.370752	3	pretty neutral	just working on homework	schoolwork, eating	1	True	Home	3	1.5	2.5	False
2018-10-01T13:15:36.276168	1538414136.276168	3.5	relieved	finishing up homework	schoolwork	0	True	Home	3	1	3	False
2018-10-01T14:28:24.131790	1538418504.13179	3	neutral, a little tired	doing readings	schoolwork	0	True	Home	2.5	1	3.5	True
2018-10-01T15:33:54.587130	1538422434.58713	3.5	a bit energetic but sleepy	haven't left the house yet today	schoolwork, cooking, eating	0	True	Home	3	1	3.5	False
2018-10-01T19:44:21.410603	1538437461.410603	3.5	cheerful but sleepy	in class, helping ilana design her brochure lol	in class	1	False	School	2.5	0.5	4	False
2018-10-01T21:18:39.001884	1538443119.001884	4	cheerful but tired	in class, helping people; didn't sleep enough last night	in class	3	False	School	3.5	0.5	4.5	False
2018-10-01T23:05:13.522468	1538449513.522468	3	neutral	relaxing	leisure, tv, eating	1	True	Home	2	0	4.5	False
2018-10-02T00:06:03.169222	1538453163.169222	2.5	tired and lazy	need to sleep	leisure, tv	0	True	Home	1.5	0.5	4.5	True
2018-10-02T10:51:19.610806	1538491879.610806	3	too rested	slept a lot last night	washing up, email	0	True	Home	3	0	2	False
2018-10-02T12:15:00.366807	1538496900.366807	3	fine, just a little tired	walked to school and it was hot	in class	2	False	School	3	1	2.5	False
2018-10-02T13:16:23.151152	1538500583.151152	3.5	interested	cristobal is subbing our NN class	in class	1	False	School	3.5	1.5	2	False
2018-10-02T14:18:34.445376	1538504314.445376	3	neutral	just sitting in class	in class	4	False	School	3	1	1.5	False
2018-10-02T18:16:54.844441	1538518614.844441	4	cheerful	had a nice lunch date with maryl	eating, with friends, email	5	False	School	3.5	1	2	False
2018-10-02T19:20:07.563911	1538522407.563911	2.5	bored	don't want to work on citizen science hw	leisure, feedly, reading	0	False	School	2	2.5	2.5	True
2018-10-02T20:27:19.261395	1538526439.261395	4	cheerful	having fun at school	sstudying, with friends, leisure	5	False	School	2.5	1	2.5	False
2018-10-02T23:06:20.481707	1538535980.481707	3.5	relaxing	listening to radiolab, trying to think of ideas for the citizen science assignment	schoolwork, leisure, feedly	1	True	Home	2.5	1.5	3	True
2018-10-03T00:29:33.335878	1538540973.335878	2.5	meh	sleepy but have made no progress with this gene drive assignment	schoolwork, reading, leisure, feedly	2	True	Home	2	2.5	4	True
2018-10-03T10:17:37.555137	1538576257.555137	3.5	proud	was accepted to the art machines conference in hk	leisure, feedly, email	3	True	Home	3.5	3	3.5	False
2018-10-03T11:19:16.058115	1538579956.058115	3.5	pretty good but a little overwhelmed	lots of things to do this month	schoolwork	0	True	Home	3	3.5	3	True
2018-10-03T13:02:23.650683	1538586143.650683	3.5	engaged	learning about promises in a2z	in class	3	False	School	3	2	3	True
2018-10-03T14:16:33.546122	1538590593.546122	4	cheerful	had a nice break chatting with people	in class	9	False	School	3.5	1.5	2.5	True
2018-10-03T16:50:30.170043	1538599830.170043	3	feeling tired and unmotivated	should have slept more last night, trying to work on citizen science assignment	schoolwork, therapy	3	False	School	2	3	3.5	True
2018-10-03T20:34:44.699290	1538613284.69929	2.5	guilty	binge ate chips again	schoolwork, leisure, eating	0	True	Home	3	2	4	True
2018-10-03T21:58:07.428710	1538618287.42871	3	focused	working on presentation	schoolwork	0	True	Home	3	1.5	4	False
2018-10-03T23:01:48.163243	1538622108.163243	3	still focused	still working	schoolwork	3	True	Home	3	2	4.5	False
2018-10-04T00:03:43.230641	1538625823.230641	3.5	relieved	finally finished	schoolwork	0	True	Home	3	1	4.5	False
2018-10-04T10:29:56.060522	1538663396.060522	3	neutral	just getting up	washing up, cooking, eating, email, leisure, feedly	1	True	Home	3	1.5	3	False
2018-10-04T14:02:11.954387	1538676131.954387	2.5	nervous	have to give my presentation	in class	2	False	School	3	3.5	3	True
2018-10-04T17:21:51.733068	1538688111.733068	3	cheerful but exhausted	stressed about citizen science midterm, mozfest poster, and soft sensing assignment; had a nice lunch with terrick	leisure, eating, with friends, schoolwork	1	False	School	2.5	3	4	False
2018-10-04T21:27:40.503907	1538702860.503907	4	cheerful	had a great dinner with huiyi, hanging out at school now	leisure, eating, with friends	2	False	School	3.5	1	4	False
2018-10-04T22:42:17.671720	1538707337.67172	3.5	excited	just learned about AWS and am investigating an analog Firebase workflow	schoolwork, studying	2	False	School	4	2	4.5	False
2018-10-05T00:52:56.782520	1538715176.78252	3	content but tired	long day, but it was good after class	washing up, chatting	5	True	Home	2.5	1	4.5	True
2018-10-05T10:15:03.804118	1538748903.804118	3	content	just had breakfast	cooking, eating, email	0	True	Home	3	1.5	3	False
2018-10-05T11:21:26.234810	1538752886.23481	3.5	somewhat accomplished	came up with a midterm idea for citizen science, cleaning now because isabella is coming over	schoolwork, errands	1	True	Home	3.5	2	3.5	True
2018-10-05T14:30:25.394754	1538764225.394754	4	cheerful	had a visit from isabella	leisure, with friends, tv	2	True	Home	3	1	3	True
2018-10-05T16:03:05.776856	1538769785.776856	4	cheerful	hanging out at school with sandy	leisure, with friends	2	False	School	3	1	3.5	False
2018-10-05T17:32:19.985419	1538775139.985419	4	cheerful still	hanging out at AI lab	leisure, studying, schoolwork	4	False	School	3	1	3	True
2018-10-05T19:24:58.761957	1538781898.761957	4	cheerful	hanging out at school	leisure, with friends, schoolwork	4	False	School	3	1.5	3.5	False
2018-10-05T20:25:29.314729	1538785529.314729	3.5	focused	trying to put together this poster	schoolwork	1	False	School	3	2	4	True
2018-10-05T21:33:37.482008	1538789617.482008	4	cheerful	hanging out at school, doing the poster	schoolwork	1	False	School	3.5	1.5	4	True
2018-10-06T00:38:25.696120	1538800705.69612	2.5	tired and stressed	not sure what to work on for these deadlines	studying, eating	0	True	Home	2	4	4.5	True
2018-10-06T10:09:16.607919	1538834956.607919	2.5	worried	lots of work to do this weekend, still have two dates	washing up, email	0	True	Home	3	3.5	2.5	False
2018-10-06T14:33:02.484551	1538850782.484551	3	physically exhausted	just got back from yoga	working out, washing up	2	True	Home	3	3	3.5	True
2018-10-07T00:31:42.499537	1538886702.499537	2.5	annoyed	mozfest poster is not going smoothly; didn't accomplish much today	schoolwork	2	True	Home	2	3.5	3.5	True
2018-10-07T16:32:05.743710	1538944325.74371	3	focused	finishing up mozfest poster	working	2	True	Home	3	4	3	True
2018-10-07T17:43:03.976038	1538948583.976038	3.5	accomplished	finally finishing up this mozfest poster	working	2	True	Home	3.5	3.5	3.5	True
2018-10-07T18:47:14.563399	1538952434.563399	3	impatient	poster files take forever to save	working, leisure, tv	1	True	Home	3	4	3	True
2018-10-07T20:09:28.456410	1538957368.45641	3	content	just sent off poster files	working	2	False	School	3	3	2.5	True
2018-10-08T01:04:12.017250	1538975052.01725	2.5	tired	long day	leisure, schoolwork	3	True	Home	2.5	2	4	True
2018-10-08T02:49:01.079163	1538981341.079163	2.5	still tired	got distracted thinking about business cards	working, leisure	2	True	Home	2	2.5	4.5	False
2018-10-08T04:00:54.855643	1538985654.855643	2.5	still tired	should be sleeping	working	1	True	Home	2	2	5	False
2018-10-08T13:48:05.673847	1539020885.673847	3	content, tired	slept too late last night	schoolwork, email, cooking, eating	1	True	Home	3	2	3	False
2018-10-08T15:25:16.148119	1539026716.148119	3	tired and stressed	lots of work to do	schoolwork	2	False	School	3	3.5	3	False
2018-10-08T17:11:19.745967	1539033079.745967	4	cheerful, focused	working at school	schoolwork	5	False	School	3	3.5	2.5	False
2018-10-08T20:49:24.144133	1539046164.144133	3	neutral	just got back from a govlab talk, now finishing my blog posts	schoolwork, leisure	5	False	School	3	3	3.5	True
2018-10-08T22:07:35.285389	1539050855.285389	3	relieved, tired	finished blog posts and sent out my bcard order	schoolwork, working	3	False	School	3	2.5	3.5	True
2018-10-08T23:38:36.837300	1539056316.8373	2.5	sad all of a sudden	a star is born trailer lol	leisure, feedly	0	True	Home	3	3.5	4	True
2018-10-09T00:39:55.270506	1539059995.270506	3	focused	taking notes on GMOs	schoolwork	2	True	Home	3	2	4	True
2018-10-09T10:35:43.263895	1539095743.263895	3	feeling okay	just got up	washing up, email	1	True	Home	3	3.5	2.5	False
2018-10-09T12:11:32.555907	1539101492.555907	3	focused	doing hw	schoolwork, cooking, eating	2	True	Home	3	3	2.5	False
2018-10-09T13:30:07.172256	1539106207.172256	3	focused	still doing hw	schoolwork	1	True	Home	3	3.5	3	False
2018-10-09T14:34:42.409697	1539110082.409697	2.5	tired	didn't sleep enough	schoolwork	0	True	Home	2.5	3.5	4	True
2018-10-09T15:50:23.637048	1539114623.637048	3	focused again	had a lunch break, now back to work	schoolwork, eating	0	True	Home	3	2.5	4	False
2018-10-09T16:50:51.008246	1539118251.008246	2.5	tired	want to sleep	schoolwork	0	True	Home	2.5	3.5	4	False
2018-10-09T19:54:44.555172	1539129284.555172	3.5	tired but cheerful	hanging out during break	in class, chatting	5	False	School	2	2.5	4	True
2018-10-09T23:04:35.410522	1539140675.410522	2.5	just tired and stressed 	have been working nonstop all week	leisure, tv	2	True	Home	2	3.5	4.5	True
2018-10-10T14:16:39.457122	1539195399.457122	4	cheerful	got a good response to my life support bot; was hanging out during break	in class	7	False	School	4	3	3.5	True
2018-10-10T19:27:08.417805	1539214028.417805	3	focused	working on citizen science midterm	schoolwork, eating	0	True	Home	3	2.5	3	True
2018-10-10T20:29:51.095941	1539217791.095941	2.5	have a headache	no idea	schoolwork	0	True	Home	2.5	3	3.5	False
2018-10-10T22:06:31.572758	1539223591.572758	3	focused	still working on midterm	schoolwork	0	True	Home	3	3.5	3	False
2018-10-10T23:28:11.871161	1539228491.871161	3	focused	still working on midterm	schoolwork	0	True	Home	3	3	4	False
2018-10-11T10:38:19.265628	1539268699.265628	3	focused	going over midterm	schoolwork	0	True	Home	3	3.5	2.5	False
2018-10-11T12:34:41.568882	1539275681.568882	4	relieved	finished presenting my midterm	in class	5	False	School	3	2	3	False
2018-10-11T17:00:02.639225	1539291602.639225	3	focused	trying to build NNs	schoolwork	2	True	School	3	3	4	False
2018-10-11T20:18:19.172087	1539303499.172087	4	content	had a nice dinner date with casey	leisure, eating, with friends, schoolwork	1	True	Home	3	2.5	3.5	False
